Entity,Code,Year,Solar (% equivalent primary energy)
Thailand,THA,2008,0.009887345
Thailand,THA,2009,0.010809587
Thailand,THA,2010,0.0132424245
Thailand,THA,2011,0.020780616
Thailand,THA,2012,0.10178631
Thailand,THA,2013,0.25385535
Thailand,THA,2014,0.37620676
Thailand,THA,2015,0.4498889
Thailand,THA,2016,0.6224281
Thailand,THA,2017,0.8179592
Thailand,THA,2018,0.7880222
Thailand,THA,2019,0.89010215
Thailand,THA,2020,0.9623114
Thailand,THA,2021,0.96648645
Trinidad and Tobago,TTO,2000,0.0003155625
Trinidad and Tobago,TTO,2001,0.0014558147
Trinidad and Tobago,TTO,2002,0.0020163557
Trinidad and Tobago,TTO,2003,0.0027779336
Trinidad and Tobago,TTO,2004,0.0036594595
Trinidad and Tobago,TTO,2005,0.0036394787
Trinidad and Tobago,TTO,2006,0.003555644
Trinidad and Tobago,TTO,2007,0.003673841
Trinidad and Tobago,TTO,2008,0.004034097
Trinidad and Tobago,TTO,2009,0.0045554335
Trinidad and Tobago,TTO,2010,0.004750972
Trinidad and Tobago,TTO,2011,0.0048135966
Trinidad and Tobago,TTO,2012,0.0048528085
Trinidad and Tobago,TTO,2013,0.004740282
Trinidad and Tobago,TTO,2014,0.005310354
Trinidad and Tobago,TTO,2015,0.006235237
Trinidad and Tobago,TTO,2016,0.0069855326
Trinidad and Tobago,TTO,2017,0.0065434193
Trinidad and Tobago,TTO,2018,0.0062400484
Trinidad and Tobago,TTO,2019,0.006373613
Trinidad and Tobago,TTO,2020,0.0073120086
Trinidad and Tobago,TTO,2021,0.007159467
Turkey,TUR,2010,0.00052917586
Turkey,TUR,2011,0.00058611203
Turkey,TUR,2012,0.0008161977
Turkey,TUR,2013,0.0013036135
Turkey,TUR,2014,0.00322391
Turkey,TUR,2015,0.03259794
Turkey,TUR,2016,0.16553183
Turkey,TUR,2017,0.43019247
Turkey,TUR,2018,1.1674696
Turkey,TUR,2019,1.3292031
Turkey,TUR,2020,1.6072723
Turkey,TUR,2021,1.7707769
Turkmenistan,TKM,2010,0.00017697368
Turkmenistan,TKM,2011,0.00045527754
Turkmenistan,TKM,2012,0.00089138205
Turkmenistan,TKM,2013,0.0018743206
Turkmenistan,TKM,2014,0.0030371496
Turkmenistan,TKM,2015,0.0042231274
Turkmenistan,TKM,2016,0.0056728595
Turkmenistan,TKM,2017,0.0056815674
Turkmenistan,TKM,2018,0.0050729117
Turkmenistan,TKM,2019,0.004643873
Turkmenistan,TKM,2020,0.004928422
Turkmenistan,TKM,2021,0.004087426
Ukraine,UKR,2011,0.0056305053
Ukraine,UKR,2012,0.063332915
Ukraine,UKR,2013,0.11342901
Ukraine,UKR,2014,0.09617934
Ukraine,UKR,2015,0.12788431
Ukraine,UKR,2016,0.12513292
Ukraine,UKR,2017,0.19692327
Ukraine,UKR,2018,0.28954306
Ukraine,UKR,2019,0.8072547
Ukraine,UKR,2020,1.5359213
Ukraine,UKR,2021,1.7870628
United Arab Emirates,ARE,2009,0.0019177264
United Arab Emirates,ARE,2010,0.005258371
United Arab Emirates,ARE,2011,0.005592252
United Arab Emirates,ARE,2012,0.006188438
United Arab Emirates,ARE,2013,0.020543955
United Arab Emirates,ARE,2014,0.074490204
United Arab Emirates,ARE,2015,0.06764683
United Arab Emirates,ARE,2016,0.06552994
United Arab Emirates,ARE,2017,0.15264028
United Arab Emirates,ARE,2018,0.2722605
United Arab Emirates,ARE,2019,0.79030824
United Arab Emirates,ARE,2020,1.013413
United Arab Emirates,ARE,2021,1.0701531
United Kingdom,GBR,1984,0.00013080922
United Kingdom,GBR,1985,0.00012548488
United Kingdom,GBR,1986,0.00012209736
United Kingdom,GBR,1988,0.00012069097
United Kingdom,GBR,1999,0.00011132775
United Kingdom,GBR,2000,0.00011050658
United Kingdom,GBR,2001,0.00021894909
United Kingdom,GBR,2002,0.0003324262
United Kingdom,GBR,2003,0.00032515716
United Kingdom,GBR,2004,0.00042881753
United Kingdom,GBR,2005,0.0008429698
United Kingdom,GBR,2006,0.0011655383
United Kingdom,GBR,2007,0.0015195376
United Kingdom,GBR,2008,0.0018677493
United Kingdom,GBR,2009,0.002296446
United Kingdom,GBR,2010,0.0044907257
United Kingdom,GBR,2011,0.02852999
United Kingdom,GBR,2012,0.15560412
United Kingdom,GBR,2013,0.23047161
United Kingdom,GBR,2014,0.48929164
United Kingdom,GBR,2015,0.8909553
United Kingdom,GBR,2016,1.2367948
United Kingdom,GBR,2017,1.3590866
United Kingdom,GBR,2018,1.4978864
United Kingdom,GBR,2019,1.5174066
United Kingdom,GBR,2020,1.7620461
United Kingdom,GBR,2021,1.6249489
United States,USA,1983,0.000046030476
United States,USA,1984,0.00007742097
United States,USA,1985,0.00015730227
United States,USA,1986,0.00020573207
United States,USA,1987,0.0001489028
United States,USA,1988,0.00012340135
United States,USA,1989,0.0033196073
United States,USA,1990,0.0048500705
United States,USA,1991,0.006264038
United States,USA,1992,0.0052770986
United States,USA,1993,0.0060070422
United States,USA,1994,0.006230094
United States,USA,1995,0.0062499167
United States,USA,1996,0.0063618887
United States,USA,1997,0.0062136473
United States,USA,1998,0.006080988
United States,USA,1999,0.005903045
United States,USA,2000,0.0057758964
United States,USA,2001,0.006511542
United States,USA,2002,0.0066772145
United States,USA,2003,0.00671329
United States,USA,2004,0.0074793976
United States,USA,2005,0.007968791
United States,USA,2006,0.008786548
United States,USA,2007,0.011444834
United States,USA,2008,0.017378947
United States,USA,2009,0.023092758
United States,USA,2010,0.032224737
United States,USA,2011,0.05081616
United States,USA,2012,0.09892624
United States,USA,2013,0.16991329
United States,USA,2014,0.30446523
United States,USA,2015,0.41237307
United States,USA,2016,0.57676435
United States,USA,2017,0.8045766
United States,USA,2018,0.9323259
United States,USA,2019,1.0711253
United States,USA,2020,1.4100589
United States,USA,2021,1.6754191
Uzbekistan,UZB,2016,0.0024108028
Uzbekistan,UZB,2017,0.0031504296
Uzbekistan,UZB,2018,0.0033832802
Uzbekistan,UZB,2019,0.0033667285
Uzbekistan,UZB,2020,0.0034494738
Uzbekistan,UZB,2021,0.023672586
Venezuela,VEN,2010,0.00072207116
Venezuela,VEN,2011,0.00084772846
Venezuela,VEN,2012,0.0014092599
Venezuela,VEN,2013,0.0014272039
Venezuela,VEN,2014,0.0012831386
Venezuela,VEN,2015,0.001014609
Venezuela,VEN,2016,0.0011590478
Venezuela,VEN,2017,0.0012371612
Venezuela,VEN,2018,0.0014970746
Venezuela,VEN,2019,0.0013975191
Venezuela,VEN,2020,0.0015165611
Venezuela,VEN,2021,0.0014274933
Vietnam,VNM,2010,0.0030285723
Vietnam,VNM,2011,0.0027259474
Vietnam,VNM,2012,0.0025815575
Vietnam,VNM,2013,0.0024268047
Vietnam,VNM,2014,0.002468031
Vietnam,VNM,2015,0.0021593717
Vietnam,VNM,2016,0.0015748991
Vietnam,VNM,2017,0.0021982454
Vietnam,VNM,2018,0.025574816
Vietnam,VNM,2019,1.1484587
Vietnam,VNM,2020,2.431568
Vietnam,VNM,2021,5.6196747
World,OWID_WRL,1983,0.00001129809
World,OWID_WRL,1984,0.000022715894
World,OWID_WRL,1985,0.000041207964
World,OWID_WRL,1986,0.000052095977
World,OWID_WRL,1987,0.000035153233
World,OWID_WRL,1988,0.00003257271
World,OWID_WRL,1989,0.0008217876
World,OWID_WRL,1990,0.0012019434
World,OWID_WRL,1991,0.0015526502
World,OWID_WRL,1992,0.0014249997
World,OWID_WRL,1993,0.0016869586
World,OWID_WRL,1994,0.0017863294
World,OWID_WRL,1995,0.0018693558
World,OWID_WRL,1996,0.0019891271
World,OWID_WRL,1997,0.0021110172
World,OWID_WRL,1998,0.0022715968
World,OWID_WRL,1999,0.0024896164
World,OWID_WRL,2000,0.00284037
World,OWID_WRL,2001,0.0037560756
World,OWID_WRL,2002,0.0046159164
World,OWID_WRL,2003,0.0055517345
World,OWID_WRL,2004,0.006927737
World,OWID_WRL,2005,0.009398687
World,OWID_WRL,2006,0.0124968635
World,OWID_WRL,2007,0.016344193
World,OWID_WRL,2008,0.026079712
World,OWID_WRL,2009,0.0436834
World,OWID_WRL,2010,0.06661283
World,OWID_WRL,2011,0.12503572
World,OWID_WRL,2012,0.18976764
World,OWID_WRL,2013,0.2529734
World,OWID_WRL,2014,0.35233563
World,OWID_WRL,2015,0.45054796
World,OWID_WRL,2016,0.56790715
World,OWID_WRL,2017,0.7531558
World,OWID_WRL,2018,0.9424028
World,OWID_WRL,2019,1.1371864
World,OWID_WRL,2020,1.4185512
World,OWID_WRL,2021,1.6342411
